"seq","baseDate","sido","firstCnt","secondCnt","totalFirstCnt","totalSecondCnt","accumulatedFirstCnt","accumulatedSecondCnt"
"20210311_강원도","2021-03-11 00:00:00",강원도,2627,,14790,,12163,
"20210311_경기도","2021-03-11 00:00:00",경기도,9961,,105876,,95915,
"20210311_경상남도","2021-03-11 00:00:00",경상남도,2036,,43848,,41812,
"20210311_경상북도","2021-03-11 00:00:00",경상북도,2365,,28435,,26070,
"20210311_광주광역시","2021-03-11 00:00:00",광주광역시,2403,,22683,,20280,
"20210311_대구광역시","2021-03-11 00:00:00",대구광역시,2310,,25411,,23101,
"20210311_대전광역시","2021-03-11 00:00:00",대전광역시,1952,,14525,,12573,
"20210311_부산광역시","2021-03-11 00:00:00",부산광역시,3311,,40045,,36734,
"20210311_서울특별시","2021-03-11 00:00:00",서울특별시,12595,,73827,,61232,
"20210311_세종특별자치시","2021-03-11 00:00:00",세종특별자치시,66,,860,,794,
"20210311_울산광역시","2021-03-11 00:00:00",울산광역시,434,,9270,,8836,
"20210311_인천광역시","2021-03-11 00:00:00",인천광역시,1791,,25670,,23879,
"20210311_전국","2021-03-11 00:00:00",전국,51100,,500635,,449535,
"20210311_전라남도","2021-03-11 00:00:00",전라남도,2718,,25748,,23030,
"20210311_전라북도","2021-03-11 00:00:00",전라북도,2485,,25169,,22684,
"20210311_제주특별자치도","2021-03-11 00:00:00",제주특별자치도,500,,4830,,4330,
"20210311_충청남도","2021-03-11 00:00:00",충청남도,2379,,24274,,21895,
"20210311_충청북도","2021-03-11 00:00:00",충청북도,1167,,15374,,14207,
"20210312_강원도","2021-03-12 00:00:00",강원도,2314,,17144,,14830,
"20210312_경기도","2021-03-12 00:00:00",경기도,9516,,116034,,106518,
"20210312_경상남도","2021-03-12 00:00:00",경상남도,1452,,45363,,43911,
"20210312_경상북도","2021-03-12 00:00:00",경상북도,2158,,30597,,28439,
"20210312_광주광역시","2021-03-12 00:00:00",광주광역시,1439,,24243,,22804,
"20210312_대구광역시","2021-03-12 00:00:00",대구광역시,1834,,27334,,25500,
"20210312_대전광역시","2021-03-12 00:00:00",대전광역시,1482,,16010,,14528,
"20210312_부산광역시","2021-03-12 00:00:00",부산광역시,2620,,42779,,40159,
"20210312_서울특별시","2021-03-12 00:00:00",서울특별시,10972,,85864,,74892,
"20210312_세종특별자치시","2021-03-12 00:00:00",세종특별자치시,201,,1061,,860,
"20210312_울산광역시","2021-03-12 00:00:00",울산광역시,429,,9699,,9270,
"20210312_인천광역시","2021-03-12 00:00:00",인천광역시,2294,,28548,,26254,
"20210312_전국","2021-03-12 00:00:00",전국,42527,,546277,,503750,
"20210312_전라남도","2021-03-12 00:00:00",전라남도,2202,,28293,,26091,
"20210312_전라북도","2021-03-12 00:00:00",전라북도,1050,,26225,,25175,
"20210312_제주특별자치도","2021-03-12 00:00:00",제주특별자치도,548,,5378,,4830,
"20210312_충청남도","2021-03-12 00:00:00",충청남도,1246,,25531,,24285,
"20210312_충청북도","2021-03-12 00:00:00",충청북도,770,,16174,,15404,
"20210313_강원도","2021-03-13 00:00:00",강원도,1336,,18481,,17145,
"20210313_경기도","2021-03-13 00:00:00",경기도,9001,,125707,,116706,
"20210313_경상남도","2021-03-13 00:00:00",경상남도,1236,,46602,,45366,
"20210313_경상북도","2021-03-13 00:00:00",경상북도,1468,,32221,,30753,
"20210313_광주광역시","2021-03-13 00:00:00",광주광역시,1060,,25316,,24256,
"20210313_대구광역시","2021-03-13 00:00:00",대구광역시,1435,,28884,,27449,
"20210313_대전광역시","2021-03-13 00:00:00",대전광역시,1210,,17283,,16073,
"20210313_부산광역시","2021-03-13 00:00:00",부산광역시,2748,,45611,,42863,
"20210313_서울특별시","2021-03-13 00:00:00",서울특별시,9654,,95996,,86342,
"20210313_세종특별자치시","2021-03-13 00:00:00",세종특별자치시,85,,1146,,1061,
"20210313_울산광역시","2021-03-13 00:00:00",울산광역시,471,,10171,,9700,
"20210313_인천광역시","2021-03-13 00:00:00",인천광역시,2041,,30601,,28560,
"20210313_전국","2021-03-13 00:00:00",전국,35684,,583658,,547974,
"20210313_전라남도","2021-03-13 00:00:00",전라남도,1608,,29987,,28379,
"20210313_전라북도","2021-03-13 00:00:00",전라북도,636,,26861,,26225,
"20210313_제주특별자치도","2021-03-13 00:00:00",제주특별자치도,357,,5737,,5380,
"20210313_충청남도","2021-03-13 00:00:00",충청남도,769,,26302,,25533,
"20210313_충청북도","2021-03-13 00:00:00",충청북도,569,,16752,,16183,
"20210314_강원도","2021-03-14 00:00:00",강원도,72,,18553,,18481,
"20210314_경기도","2021-03-14 00:00:00",경기도,744,,126811,,126067,
"20210314_경상남도","2021-03-14 00:00:00",경상남도,132,,46734,,46602,
"20210314_경상북도","2021-03-14 00:00:00",경상북도,127,,32351,,32224,
"20210314_광주광역시","2021-03-14 00:00:00",광주광역시,109,,25429,,25320,
"20210314_대구광역시","2021-03-14 00:00:00",대구광역시,134,,29018,,28884,
"20210314_대전광역시","2021-03-14 00:00:00",대전광역시,66,,17349,,17283,
"20210314_부산광역시","2021-03-14 00:00:00",부산광역시,187,,45868,,45681,
"20210314_서울특별시","2021-03-14 00:00:00",서울특별시,1704,,97777,,96073,
"20210314_세종특별자치시","2021-03-14 00:00:00",세종특별자치시,,,1146,,1146,
"20210314_울산광역시","2021-03-14 00:00:00",울산광역시,,,10171,,10171,
"20210314_인천광역시","2021-03-14 00:00:00",인천광역시,79,,30726,,30647,
"20210314_전국","2021-03-14 00:00:00",전국,3487,,587884,,584397,
"20210314_전라남도","2021-03-14 00:00:00",전라남도,41,,30195,,30154,
"20210314_전라북도","2021-03-14 00:00:00",전라북도,57,,26918,,26861,
"20210314_제주특별자치도","2021-03-14 00:00:00",제주특별자치도,,,5737,,5737,
"20210314_충청남도","2021-03-14 00:00:00",충청남도,,,26314,,26314,
"20210314_충청북도","2021-03-14 00:00:00",충청북도,35,,16787,,16752,
"20210315_강원도","2021-03-15 00:00:00",강원도,,,18553,,18553,
"20210315_경기도","2021-03-15 00:00:00",경기도,92,,126903,,126811,
"20210315_경상남도","2021-03-15 00:00:00",경상남도,31,,46765,,46734,
"20210315_경상북도","2021-03-15 00:00:00",경상북도,,,32351,,32351,
"20210315_광주광역시","2021-03-15 00:00:00",광주광역시,11,,25440,,25429,
"20210315_대구광역시","2021-03-15 00:00:00",대구광역시,10,,29028,,29018,
"20210315_대전광역시","2021-03-15 00:00:00",대전광역시,,,17349,,17349,
"20210315_부산광역시","2021-03-15 00:00:00",부산광역시,,,45868,,45868,
"20210315_서울특별시","2021-03-15 00:00:00",서울특별시,900,,98677,,97777,
"20210315_세종특별자치시","2021-03-15 00:00:00",세종특별자치시,,,1146,,1146,
"20210315_울산광역시","2021-03-15 00:00:00",울산광역시,,,10171,,10171,
"20210315_인천광역시","2021-03-15 00:00:00",인천광역시,8,,30734,,30726,
"20210315_전국","2021-03-15 00:00:00",전국,1074,,588958,,587884,
"20210315_전라남도","2021-03-15 00:00:00",전라남도,,,30195,,30195,
"20210315_전라북도","2021-03-15 00:00:00",전라북도,,,26918,,26918,
"20210315_제주특별자치도","2021-03-15 00:00:00",제주특별자치도,,,5737,,5737,
"20210315_충청남도","2021-03-15 00:00:00",충청남도,22,,26336,,26314,
"20210315_충청북도","2021-03-15 00:00:00",충청북도,,,16787,,16787,
"20210316_강원도","2021-03-16 00:00:00",강원도,654,,19208,,18554,
"20210316_경기도","2021-03-16 00:00:00",경기도,2798,,130163,,127365,
"20210316_경상남도","2021-03-16 00:00:00",경상남도,454,,47223,,46769,
"20210316_경상북도","2021-03-16 00:00:00",경상북도,671,,33025,,32354,
"20210316_광주광역시","2021-03-16 00:00:00",광주광역시,339,,25779,,25440,
"20210316_대구광역시","2021-03-16 00:00:00",대구광역시,358,,29492,,29134,
"20210316_대전광역시","2021-03-16 00:00:00",대전광역시,429,,17825,,17396,
"20210316_부산광역시","2021-03-16 00:00:00",부산광역시,878,,46814,,45936,
"20210316_서울특별시","2021-03-16 00:00:00",서울특별시,3293,,102434,,99141,
"20210316_세종특별자치시","2021-03-16 00:00:00",세종특별자치시,,,1146,,1146,
"20210316_울산광역시","2021-03-16 00:00:00",울산광역시,130,,10341,,10211,
"20210316_인천광역시","2021-03-16 00:00:00",인천광역시,501,,31260,,30759,
"20210316_전국","2021-03-16 00:00:00",전국,11922,,602150,,590228,
"20210316_전라남도","2021-03-16 00:00:00",전라남도,563,,30789,,30226,
"20210316_전라북도","2021-03-16 00:00:00",전라북도,246,,27164,,26918,
"20210316_제주특별자치도","2021-03-16 00:00:00",제주특별자치도,113,,5850,,5737,
"20210316_충청남도","2021-03-16 00:00:00",충청남도,247,,26595,,26348,
"20210316_충청북도","2021-03-16 00:00:00",충청북도,248,,17042,,16794,
"20210317_강원도","2021-03-17 00:00:00",강원도,578,,19812,,19234,
"20210317_경기도","2021-03-17 00:00:00",경기도,4421,,134878,,130457,
"20210317_경상남도","2021-03-17 00:00:00",경상남도,710,,47985,,47275,
"20210317_경상북도","2021-03-17 00:00:00",경상북도,1056,,34156,,33100,
"20210317_광주광역시","2021-03-17 00:00:00",광주광역시,455,,26273,,25818,
"20210317_대구광역시","2021-03-17 00:00:00",대구광역시,447,,30083,,29636,
"20210317_대전광역시","2021-03-17 00:00:00",대전광역시,752,,18647,,17895,
"20210317_부산광역시","2021-03-17 00:00:00",부산광역시,1969,,48880,,46911,
"20210317_서울특별시","2021-03-17 00:00:00",서울특별시,3117,,105966,,102849,
"20210317_세종특별자치시","2021-03-17 00:00:00",세종특별자치시,219,,1365,,1146,
"20210317_울산광역시","2021-03-17 00:00:00",울산광역시,909,,11289,,10380,
"20210317_인천광역시","2021-03-17 00:00:00",인천광역시,1057,,32362,,31305,
"20210317_전국","2021-03-17 00:00:00",전국,18283,,621734,,603451,
"20210317_전라남도","2021-03-17 00:00:00",전라남도,683,,31475,,30792,
"20210317_전라북도","2021-03-17 00:00:00",전라북도,432,,27596,,27164,
"20210317_제주특별자치도","2021-03-17 00:00:00",제주특별자치도,810,,6660,,5850,
"20210317_충청남도","2021-03-17 00:00:00",충청남도,349,,26945,,26596,
"20210317_충청북도","2021-03-17 00:00:00",충청북도,319,,17362,,17043,
"20210318_강원도","2021-03-18 00:00:00",강원도,275,,20138,,19863,
"20210318_경기도","2021-03-18 00:00:00",경기도,3394,,138332,,134938,
"20210318_경상남도","2021-03-18 00:00:00",경상남도,582,,48580,,47998,
"20210318_경상북도","2021-03-18 00:00:00",경상북도,1042,,35199,,34157,
"20210318_광주광역시","2021-03-18 00:00:00",광주광역시,335,,26608,,26273,
"20210318_대구광역시","2021-03-18 00:00:00",대구광역시,1045,,31140,,30095,
"20210318_대전광역시","2021-03-18 00:00:00",대전광역시,1343,,19990,,18647,
"20210318_부산광역시","2021-03-18 00:00:00",부산광역시,1636,,50988,,49352,
"20210318_서울특별시","2021-03-18 00:00:00",서울특별시,3354,,109536,,106182,
"20210318_세종특별자치시","2021-03-18 00:00:00",세종특별자치시,235,,1600,,1365,
"20210318_울산광역시","2021-03-18 00:00:00",울산광역시,864,,12175,,11311,
"20210318_인천광역시","2021-03-18 00:00:00",인천광역시,1657,,34020,,32363,
"20210318_전국","2021-03-18 00:00:00",전국,18733,,641331,,622598,
"20210318_전라남도","2021-03-18 00:00:00",전라남도,722,,32211,,31489,
"20210318_전라북도","2021-03-18 00:00:00",전라북도,501,,28098,,27597,
"20210318_제주특별자치도","2021-03-18 00:00:00",제주특별자치도,618,,7279,,6661,
"20210318_충청남도","2021-03-18 00:00:00",충청남도,127,,27072,,26945,
"20210318_충청북도","2021-03-18 00:00:00",충청북도,1003,,18365,,17362,
"20210319_강원도","2021-03-19 00:00:00",강원도,548,,20687,,20139,
"20210319_경기도","2021-03-19 00:00:00",경기도,3086,,141528,,138442,
"20210319_경상남도","2021-03-19 00:00:00",경상남도,618,,49198,,48580,
"20210319_경상북도","2021-03-19 00:00:00",경상북도,849,,36068,,35219,
"20210319_광주광역시","2021-03-19 00:00:00",광주광역시,382,,26990,,26608,
"20210319_대구광역시","2021-03-19 00:00:00",대구광역시,768,,31911,,31143,
"20210319_대전광역시","2021-03-19 00:00:00",대전광역시,1082,,21072,,19990,
"20210319_부산광역시","2021-03-19 00:00:00",부산광역시,1349,,52366,,51017,
"20210319_서울특별시","2021-03-19 00:00:00",서울특별시,3002,,112949,,109947,
"20210319_세종특별자치시","2021-03-19 00:00:00",세종특별자치시,189,,1789,,1600,
"20210319_울산광역시","2021-03-19 00:00:00",울산광역시,735,,12910,,12175,
"20210319_인천광역시","2021-03-19 00:00:00",인천광역시,1714,,35786,,34072,
"20210319_전국","2021-03-19 00:00:00",전국,17501,,659475,,641974,
"20210319_전라남도","2021-03-19 00:00:00",전라남도,539,,32763,,32224,
"20210319_전라북도","2021-03-19 00:00:00",전라북도,471,,28569,,28098,
"20210319_제주특별자치도","2021-03-19 00:00:00",제주특별자치도,624,,7903,,7279,
"20210319_충청남도","2021-03-19 00:00:00",충청남도,403,,27476,,27073,
"20210319_충청북도","2021-03-19 00:00:00",충청북도,1142,,19510,,18368,
"20210320_강원도","2021-03-20 00:00:00",강원도,498,,21185,,20687,
"20210320_경기도","2021-03-20 00:00:00",경기도,2390,,144342,,141952,
"20210320_경상남도","2021-03-20 00:00:00",경상남도,522,,49889,,49367,
"20210320_경상북도","2021-03-20 00:00:00",경상북도,441,,36524,,36083,
"20210320_광주광역시","2021-03-20 00:00:00",광주광역시,395,,27388,,26993,
"20210320_대구광역시","2021-03-20 00:00:00",대구광역시,670,,32582,,31912,
"20210320_대전광역시","2021-03-20 00:00:00",대전광역시,517,,21598,,21081,
"20210320_부산광역시","2021-03-20 00:00:00",부산광역시,1208,,53578,,52370,
"20210320_서울특별시","2021-03-20 00:00:00",서울특별시,3935,,117010,,113075,
"20210320_세종특별자치시","2021-03-20 00:00:00",세종특별자치시,106,,1895,,1789,
"20210320_울산광역시","2021-03-20 00:00:00",울산광역시,790,,13721,,12931,
"20210320_인천광역시","2021-03-20 00:00:00",인천광역시,1672,,37460,,35788,
"20210320_전국","2021-03-20 00:00:00",전국,15132,,675426,,660294,
"20210320_전라남도","2021-03-20 00:00:00",전라남도,369,,33147,,32778,
"20210320_전라북도","2021-03-20 00:00:00",전라북도,342,,28911,,28569,
"20210320_제주특별자치도","2021-03-20 00:00:00",제주특별자치도,300,,8231,,7931,
"20210320_충청남도","2021-03-20 00:00:00",충청남도,103,,27580,,27477,
"20210320_충청북도","2021-03-20 00:00:00",충청북도,874,,20385,,19511,
"20210321_강원도","2021-03-21 00:00:00",강원도,,,21185,,21185,
"20210321_경기도","2021-03-21 00:00:00",경기도,59,,144462,,144403,
"20210321_경상남도","2021-03-21 00:00:00",경상남도,,,49889,,49889,
"20210321_경상북도","2021-03-21 00:00:00",경상북도,,,36595,,36595,
"20210321_광주광역시","2021-03-21 00:00:00",광주광역시,,,27388,,27388,
"20210321_대구광역시","2021-03-21 00:00:00",대구광역시,223,,32854,,32631,
"20210321_대전광역시","2021-03-21 00:00:00",대전광역시,194,,21792,,21598,
"20210321_부산광역시","2021-03-21 00:00:00",부산광역시,46,,53630,,53584,
"20210321_서울특별시","2021-03-21 00:00:00",서울특별시,13,313,117048,313,117035,
"20210321_세종특별자치시","2021-03-21 00:00:00",세종특별자치시,,,1895,,1895,
"20210321_울산광역시","2021-03-21 00:00:00",울산광역시,,,13721,,13721,
"20210321_인천광역시","2021-03-21 00:00:00",인천광역시,382,,37851,,37469,
"20210321_전국","2021-03-21 00:00:00",전국,939,313,676587,313,675648,
"20210321_전라남도","2021-03-21 00:00:00",전라남도,,,33147,,33147,
"20210321_전라북도","2021-03-21 00:00:00",전라북도,10,,28921,,28911,
"20210321_제주특별자치도","2021-03-21 00:00:00",제주특별자치도,,,8231,,8231,
"20210321_충청남도","2021-03-21 00:00:00",충청남도,12,,27593,,27581,
"20210321_충청북도","2021-03-21 00:00:00",충청북도,,,20385,,20385,
"20210322_강원도","2021-03-22 00:00:00",강원도,,,21185,,21185,
"20210322_경기도","2021-03-22 00:00:00",경기도,,,144462,,144462,
"20210322_경상남도","2021-03-22 00:00:00",경상남도,,,49889,,49889,
"20210322_경상북도","2021-03-22 00:00:00",경상북도,,,36596,,36596,
"20210322_광주광역시","2021-03-22 00:00:00",광주광역시,,,27388,,27388,
"20210322_대구광역시","2021-03-22 00:00:00",대구광역시,,,32854,,32854,
"20210322_대전광역시","2021-03-22 00:00:00",대전광역시,,,21792,,21792,
"20210322_부산광역시","2021-03-22 00:00:00",부산광역시,,,53630,,53630,
"20210322_서울특별시","2021-03-22 00:00:00",서울특별시,,280,117048,593,117048,313
"20210322_세종특별자치시","2021-03-22 00:00:00",세종특별자치시,,,1895,,1895,
"20210322_울산광역시","2021-03-22 00:00:00",울산광역시,,,13721,,13721,
"20210322_인천광역시","2021-03-22 00:00:00",인천광역시,1,,37870,,37869,
"20210322_전국","2021-03-22 00:00:00",전국,1,280,676607,593,676606,313
"20210322_전라남도","2021-03-22 00:00:00",전라남도,,,33147,,33147,
"20210322_전라북도","2021-03-22 00:00:00",전라북도,,,28921,,28921,
"20210322_제주특별자치도","2021-03-22 00:00:00",제주특별자치도,,,8231,,8231,
"20210322_충청남도","2021-03-22 00:00:00",충청남도,,,27593,,27593,
"20210322_충청북도","2021-03-22 00:00:00",충청북도,,,20385,,20385,
"20210323_강원도","2021-03-23 00:00:00",강원도,98,1,21472,1,21374,
"20210323_경기도","2021-03-23 00:00:00",경기도,592,18,145887,59,145295,41
"20210323_경상남도","2021-03-23 00:00:00",경상남도,20,,49970,,49950,
"20210323_경상북도","2021-03-23 00:00:00",경상북도,122,,36820,,36698,
"20210323_광주광역시","2021-03-23 00:00:00",광주광역시,,,27122,,27122,
"20210323_기타","2021-03-23 00:00:00",기타,,,262,,262,
"20210323_대구광역시","2021-03-23 00:00:00",대구광역시,166,,33114,,32948,
"20210323_대전광역시","2021-03-23 00:00:00",대전광역시,101,,21855,,21754,
"20210323_부산광역시","2021-03-23 00:00:00",부산광역시,287,,53961,,53674,
"20210323_서울특별시","2021-03-23 00:00:00",서울특별시,802,255,117112,764,116310,509
"20210323_세종특별자치시","2021-03-23 00:00:00",세종특별자치시,,,1946,,1946,
"20210323_울산광역시","2021-03-23 00:00:00",울산광역시,28,,13685,,13657,
"20210323_인천광역시","2021-03-23 00:00:00",인천광역시,151,16,38323,59,38172,43
"20210323_전국","2021-03-23 00:00:00",전국,2704,290,680560,883,677856,593
"20210323_전라남도","2021-03-23 00:00:00",전라남도,41,,33436,,33395,
"20210323_전라북도","2021-03-23 00:00:00",전라북도,84,,29058,,28974,
"20210323_제주특별자치도","2021-03-23 00:00:00",제주특별자치도,50,,8360,,8310,
"20210323_충청남도","2021-03-23 00:00:00",충청남도,12,,27578,,27566,
"20210323_충청북도","2021-03-23 00:00:00",충청북도,150,,20599,,20449,
"20210324_강원도","2021-03-24 00:00:00",강원도,195,4,21669,5,21474,1
"20210324_경기도","2021-03-24 00:00:00",경기도,2936,36,149225,95,146289,59
"20210324_경상남도","2021-03-24 00:00:00",경상남도,2259,,52280,,50021,
"20210324_경상북도","2021-03-24 00:00:00",경상북도,728,,37623,,36895,
"20210324_광주광역시","2021-03-24 00:00:00",광주광역시,1937,,29080,,27143,
"20210324_대구광역시","2021-03-24 00:00:00",대구광역시,840,,34085,,33245,
"20210324_대전광역시","2021-03-24 00:00:00",대전광역시,399,,22439,,22040,
"20210324_부산광역시","2021-03-24 00:00:00",부산광역시,2444,,56813,,54369,
"20210324_서울특별시","2021-03-24 00:00:00",서울특별시,1537,519,119118,1283,117581,764
"20210324_세종특별자치시","2021-03-24 00:00:00",세종특별자치시,71,,2127,,2056,
"20210324_울산광역시","2021-03-24 00:00:00",울산광역시,548,,14240,,13692,
"20210324_인천광역시","2021-03-24 00:00:00",인천광역시,856,56,40018,115,39162,59
"20210324_전국","2021-03-24 00:00:00",전국,20151,615,703612,1498,683461,883
"20210324_전라남도","2021-03-24 00:00:00",전라남도,1981,,35514,,33533,
"20210324_전라북도","2021-03-24 00:00:00",전라북도,2163,,31304,,29141,
"20210324_제주특별자치도","2021-03-24 00:00:00",제주특별자치도,104,,8464,,8360,
"20210324_충청남도","2021-03-24 00:00:00",충청남도,818,,28586,,27768,
"20210324_충청북도","2021-03-24 00:00:00",충청북도,335,,21027,,20692,
"20210325_강원도","2021-03-25 00:00:00",강원도,638,21,22310,26,21672,5
"20210325_경기도","2021-03-25 00:00:00",경기도,4484,79,153839,174,149355,95
"20210325_경상남도","2021-03-25 00:00:00",경상남도,2535,105,55003,105,52468,
"20210325_경상북도","2021-03-25 00:00:00",경상북도,955,,38578,,37623,
"20210325_광주광역시","2021-03-25 00:00:00",광주광역시,1837,15,30988,15,29151,
"20210325_대구광역시","2021-03-25 00:00:00",대구광역시,1159,217,35268,217,34109,
"20210325_대전광역시","2021-03-25 00:00:00",대전광역시,848,,23319,,22471,
"20210325_부산광역시","2021-03-25 00:00:00",부산광역시,3756,62,60664,62,56908,
"20210325_서울특별시","2021-03-25 00:00:00",서울특별시,2722,442,122249,1725,119527,1283
"20210325_세종특별자치시","2021-03-25 00:00:00",세종특별자치시,159,,2286,,2127,
"20210325_울산광역시","2021-03-25 00:00:00",울산광역시,804,,15060,,14256,
"20210325_인천광역시","2021-03-25 00:00:00",인천광역시,2042,58,42119,173,40077,115
"20210325_전국","2021-03-25 00:00:00",전국,28222,1193,733124,2691,704902,1498
"20210325_전라남도","2021-03-25 00:00:00",전라남도,2163,67,37834,67,35671,
"20210325_전라북도","2021-03-25 00:00:00",전라북도,2116,23,33425,23,31309,
"20210325_제주특별자치도","2021-03-25 00:00:00",제주특별자치도,146,,8611,,8465,
"20210325_충청남도","2021-03-25 00:00:00",충청남도,797,80,29396,80,28599,
"20210325_충청북도","2021-03-25 00:00:00",충청북도,1061,24,22175,24,21114,
"20210326_강원도","2021-03-26 00:00:00",강원도,913,20,23222,46,22309,26
"20210326_경기도","2021-03-26 00:00:00",경기도,6277,49,160618,223,154341,174
"20210326_경상남도","2021-03-26 00:00:00",경상남도,2629,109,57681,214,55052,105
"20210326_경상북도","2021-03-26 00:00:00",경상북도,1467,,40136,,38669,
"20210326_광주광역시","2021-03-26 00:00:00",광주광역시,1648,12,32801,27,31153,15
"20210326_대구광역시","2021-03-26 00:00:00",대구광역시,1207,202,36531,419,35324,217
"20210326_대전광역시","2021-03-26 00:00:00",대전광역시,746,,24076,,23330,
"20210326_부산광역시","2021-03-26 00:00:00",부산광역시,3211,48,64072,110,60861,62
"20210326_서울특별시","2021-03-26 00:00:00",서울특별시,4629,446,127379,2171,122750,1725
"20210326_세종특별자치시","2021-03-26 00:00:00",세종특별자치시,90,,2376,,2286,
"20210326_울산광역시","2021-03-26 00:00:00",울산광역시,626,32,15721,32,15095,
"20210326_인천광역시","2021-03-26 00:00:00",인천광역시,1814,47,43983,220,42169,173
"20210326_전국","2021-03-26 00:00:00",전국,32466,1142,767451,3833,734985,2691
"20210326_전라남도","2021-03-26 00:00:00",전라남도,1377,75,39333,142,37956,67
"20210326_전라북도","2021-03-26 00:00:00",전라북도,2428,25,35865,48,33437,23
"20210326_제주특별자치도","2021-03-26 00:00:00",제주특별자치도,155,,8791,,8636,
"20210326_충청남도","2021-03-26 00:00:00",충청남도,2022,62,31441,142,29419,80
"20210326_충청북도","2021-03-26 00:00:00",충청북도,1227,15,23425,39,22198,24
"20210327_강원도","2021-03-27 00:00:00",강원도,753,26,23976,72,23223,46
"20210327_경기도","2021-03-27 00:00:00",경기도,4733,39,165677,262,160944,223
"20210327_경상남도","2021-03-27 00:00:00",경상남도,888,165,58588,379,57700,214
"20210327_경상북도","2021-03-27 00:00:00",경상북도,706,,40895,,40189,
"20210327_광주광역시","2021-03-27 00:00:00",광주광역시,907,52,33719,79,32812,27
"20210327_대구광역시","2021-03-27 00:00:00",대구광역시,781,240,37338,659,36557,419
"20210327_대전광역시","2021-03-27 00:00:00",대전광역시,520,,24753,,24233,
"20210327_부산광역시","2021-03-27 00:00:00",부산광역시,1863,52,66173,162,64310,110
"20210327_서울특별시","2021-03-27 00:00:00",서울특별시,4735,468,132796,2639,128061,2171
"20210327_세종특별자치시","2021-03-27 00:00:00",세종특별자치시,40,,2416,,2376,
"20210327_울산광역시","2021-03-27 00:00:00",울산광역시,480,,16228,32,15748,32
"20210327_인천광역시","2021-03-27 00:00:00",인천광역시,1713,37,45809,257,44096,220
"20210327_전국","2021-03-27 00:00:00",전국,22845,1399,792274,5232,769429,3833
"20210327_전라남도","2021-03-27 00:00:00",전라남도,675,78,40017,220,39342,142
"20210327_전라북도","2021-03-27 00:00:00",전라북도,1357,24,37307,72,35950,48
"20210327_제주특별자치도","2021-03-27 00:00:00",제주특별자치도,303,,9130,,8827,
"20210327_충청남도","2021-03-27 00:00:00",충청남도,1570,196,33122,338,31552,142
"20210327_충청북도","2021-03-27 00:00:00",충청북도,821,22,24330,61,23509,39
"20210328_강원도","2021-03-28 00:00:00",강원도,24,,24000,72,23976,72
"20210328_경기도","2021-03-28 00:00:00",경기도,369,,166362,262,165993,262
"20210328_경상남도","2021-03-28 00:00:00",경상남도,47,,58635,379,58588,379
"20210328_경상북도","2021-03-28 00:00:00",경상북도,,,40902,,40902,
"20210328_광주광역시","2021-03-28 00:00:00",광주광역시,30,,33766,79,33736,79
"20210328_대구광역시","2021-03-28 00:00:00",대구광역시,16,,37364,659,37348,659
"20210328_대전광역시","2021-03-28 00:00:00",대전광역시,,,24831,,24831,
"20210328_부산광역시","2021-03-28 00:00:00",부산광역시,114,,66346,162,66232,162
"20210328_서울특별시","2021-03-28 00:00:00",서울특별시,180,,132993,2639,132813,2639
"20210328_세종특별자치시","2021-03-28 00:00:00",세종특별자치시,,,2416,,2416,
"20210328_울산광역시","2021-03-28 00:00:00",울산광역시,,,16228,32,16228,32
"20210328_인천광역시","2021-03-28 00:00:00",인천광역시,3,,45826,257,45823,257
"20210328_전국","2021-03-28 00:00:00",전국,1056,,793858,5232,792802,5232
"20210328_전라남도","2021-03-28 00:00:00",전라남도,,,40017,220,40017,220
"20210328_전라북도","2021-03-28 00:00:00",전라북도,11,,37318,72,37307,72
"20210328_제주특별자치도","2021-03-28 00:00:00",제주특별자치도,,,9130,,9130,
"20210328_충청남도","2021-03-28 00:00:00",충청남도,202,,33334,338,33132,338
"20210328_충청북도","2021-03-28 00:00:00",충청북도,60,,24390,61,24330,61
"20210329_강원도","2021-03-29 00:00:00",강원도,,,24000,72,24000,72
"20210329_경기도","2021-03-29 00:00:00",경기도,,,166375,262,166375,262
"20210329_경상남도","2021-03-29 00:00:00",경상남도,11,,58646,379,58635,379
"20210329_경상북도","2021-03-29 00:00:00",경상북도,,,40902,,40902,
"20210329_광주광역시","2021-03-29 00:00:00",광주광역시,,,33766,79,33766,79
"20210329_대구광역시","2021-03-29 00:00:00",대구광역시,,,37364,659,37364,659
"20210329_대전광역시","2021-03-29 00:00:00",대전광역시,,,24915,,24915,
"20210329_부산광역시","2021-03-29 00:00:00",부산광역시,,,66346,162,66346,162
"20210329_서울특별시","2021-03-29 00:00:00",서울특별시,,,132993,2639,132993,2639
"20210329_세종특별자치시","2021-03-29 00:00:00",세종특별자치시,,,2416,,2416,
"20210329_울산광역시","2021-03-29 00:00:00",울산광역시,,,16228,32,16228,32
"20210329_인천광역시","2021-03-29 00:00:00",인천광역시,,,45826,257,45826,257
"20210329_전국","2021-03-29 00:00:00",전국,11,,793966,5232,793955,5232
"20210329_전라남도","2021-03-29 00:00:00",전라남도,,,40017,220,40017,220
"20210329_전라북도","2021-03-29 00:00:00",전라북도,,,37318,72,37318,72
"20210329_제주특별자치도","2021-03-29 00:00:00",제주특별자치도,,,9130,,9130,
