"seq","baseDate","sido","firstCnt","secondCnt","totalFirstCnt","totalSecondCnt","accumulatedFirstCnt","accumulatedSecondCnt"
"20210607_대구광역시","2021-06-07 00:00:00",대구광역시,57,,310974,100645,310917,100645
"20210607_대전광역시","2021-06-07 00:00:00",대전광역시,46,,205823,63846,205777,63846
"20210607_부산광역시","2021-06-07 00:00:00",부산광역시,256,,544617,135444,544361,135444
"20210607_서울특별시","2021-06-07 00:00:00",서울특별시,463,,1341990,366927,1341527,366927
"20210607_세종특별자치시","2021-06-07 00:00:00",세종특별자치시,,,36266,10940,36266,10940
"20210607_울산광역시","2021-06-07 00:00:00",울산광역시,95,,131107,36976,131012,36976
"20210607_인천광역시","2021-06-07 00:00:00",인천광역시,151,,379184,106422,379033,106422
"20210607_전국","2021-06-07 00:00:00",전국,2958,,7598787,2279682,7595829,2279682
"20210607_전라남도","2021-06-07 00:00:00",전라남도,26,,417914,150869,417888,150869
"20210607_전라북도","2021-06-07 00:00:00",전라북도,40,,371759,117081,371719,117081
"20210607_제주특별자치도","2021-06-07 00:00:00",제주특별자치도,47,,97253,28161,97206,28161
"20210607_충청남도","2021-06-07 00:00:00",충청남도,50,,357685,113516,357635,113516
"20210607_충청북도","2021-06-07 00:00:00",충청북도,49,,275426,83585,275377,83585
"20210608_강원도","2021-06-08 00:00:00",강원도,27233,787,315623,86496,288390,85709
"20210608_경기도","2021-06-08 00:00:00",경기도,194416,2528,1851482,487489,1657066,484961
"20210608_경상남도","2021-06-08 00:00:00",경상남도,58152,1498,568067,168030,509915,166532
"20210608_경상북도","2021-06-08 00:00:00",경상북도,47818,460,496111,156425,448293,155965
"20210608_광주광역시","2021-06-08 00:00:00",광주광역시,24458,1253,250298,73493,225840,72240
"20210608_대구광역시","2021-06-08 00:00:00",대구광역시,34635,242,345733,100888,311098,100646
"20210608_대전광역시","2021-06-08 00:00:00",대전광역시,21646,866,227476,64712,205830,63846
"20210608_부산광역시","2021-06-08 00:00:00",부산광역시,65946,1277,610662,136775,544716,135498
"20210608_서울특별시","2021-06-08 00:00:00",서울특별시,158574,5333,1500832,372339,1342258,367006
"20210608_세종특별자치시","2021-06-08 00:00:00",세종특별자치시,4319,135,40585,11075,36266,10940
"20210608_울산광역시","2021-06-08 00:00:00",울산광역시,16788,710,147905,37688,131117,36978
"20210608_인천광역시","2021-06-08 00:00:00",인천광역시,45278,710,424475,107161,379197,106451
"20210608_전국","2021-06-08 00:00:00",전국,855642,19856,8455799,2299853,7600157,2279997
"20210608_전라남도","2021-06-08 00:00:00",전라남도,40586,1274,458530,152143,417944,150869
"20210608_전라북도","2021-06-08 00:00:00",전라북도,37664,243,409463,117324,371799,117081
"20210608_제주특별자치도","2021-06-08 00:00:00",제주특별자치도,10502,286,107775,28447,97273,28161
"20210608_충청남도","2021-06-08 00:00:00",충청남도,37645,1961,395362,115490,357717,113529
"20210608_충청북도","2021-06-08 00:00:00",충청북도,29982,293,305420,83878,275438,83585
"20210609_강원도","2021-06-09 00:00:00",강원도,24416,873,341883,87370,317467,86497
"20210609_경기도","2021-06-09 00:00:00",경기도,157396,3430,2017913,491128,1860517,487698
"20210609_경상남도","2021-06-09 00:00:00",경상남도,48434,2171,618561,170222,570127,168051
"20210609_경상북도","2021-06-09 00:00:00",경상북도,41237,622,539247,157052,498010,156430
"20210609_광주광역시","2021-06-09 00:00:00",광주광역시,20846,1659,272138,75160,251292,73501
"20210609_대구광역시","2021-06-09 00:00:00",대구광역시,29228,487,376501,101405,347273,100918
"20210609_대전광역시","2021-06-09 00:00:00",대전광역시,17982,564,246361,65279,228379,64715
"20210609_부산광역시","2021-06-09 00:00:00",부산광역시,54568,2111,667015,139023,612447,136912
"20210609_서울특별시","2021-06-09 00:00:00",서울특별시,131465,4672,1636992,377030,1505527,372358
"20210609_세종특별자치시","2021-06-09 00:00:00",세종특별자치시,3051,156,43800,11231,40749,11075
"20210609_울산광역시","2021-06-09 00:00:00",울산광역시,14407,678,162906,38366,148499,37688
"20210609_인천광역시","2021-06-09 00:00:00",인천광역시,36949,621,463130,107814,426181,107193
"20210609_전국","2021-06-09 00:00:00",전국,714384,24750,9202346,2325259,8487962,2300509
"20210609_전라남도","2021-06-09 00:00:00",전라남도,33762,2219,493373,154364,459611,152145
"20210609_전라북도","2021-06-09 00:00:00",전라북도,32015,1132,442478,118457,410463,117325
"20210609_제주특별자치도","2021-06-09 00:00:00",제주특별자치도,9597,406,117704,28854,108107,28448
"20210609_충청남도","2021-06-09 00:00:00",충청남도,33331,2214,429923,117727,396592,115513
"20210609_충청북도","2021-06-09 00:00:00",충청북도,25700,735,332421,84777,306721,84042
"20210610_강원도","2021-06-10 00:00:00",강원도,19943,782,363544,88152,343601,87370
"20210610_경기도","2021-06-10 00:00:00",경기도,121812,3708,2148268,495108,2026456,491400
"20210610_경상남도","2021-06-10 00:00:00",경상남도,38552,1732,659141,171959,620589,170227
"20210610_경상북도","2021-06-10 00:00:00",경상북도,33162,771,574037,157833,540875,157062
"20210610_광주광역시","2021-06-10 00:00:00",광주광역시,15026,1253,288018,76415,272992,75162
"20210610_대구광역시","2021-06-10 00:00:00",대구광역시,24306,960,402177,102403,377871,101443
"20210610_대전광역시","2021-06-10 00:00:00",대전광역시,14351,787,261556,66069,247205,65282
"20210610_부산광역시","2021-06-10 00:00:00",부산광역시,44841,2533,713446,141696,668605,139163
"20210610_서울특별시","2021-06-10 00:00:00",서울특별시,104841,3076,1746392,380200,1641551,377124
"20210610_세종특별자치시","2021-06-10 00:00:00",세종특별자치시,2159,223,46134,11459,43975,11236
"20210610_울산광역시","2021-06-10 00:00:00",울산광역시,11999,893,175505,39275,163506,38382
"20210610_인천광역시","2021-06-10 00:00:00",인천광역시,28873,1403,493539,109249,464666,107846
"20210610_전국","2021-06-10 00:00:00",전국,562087,23528,9794163,2349485,9232076,2325957
"20210610_전라남도","2021-06-10 00:00:00",전라남도,24994,2439,519323,156873,494329,154434
"20210610_전라북도","2021-06-10 00:00:00",전라북도,23265,1175,466611,119633,443346,118458
"20210610_제주특별자치도","2021-06-10 00:00:00",제주특별자치도,8144,163,126216,29018,118072,28855
"20210610_충청남도","2021-06-10 00:00:00",충청남도,26340,724,457286,118460,430946,117736
"20210610_충청북도","2021-06-10 00:00:00",충청북도,19479,906,352970,85683,333491,84777
"20210611_강원도","2021-06-11 00:00:00",강원도,24754,7268,390726,95458,365972,88190
"20210611_경기도","2021-06-11 00:00:00",경기도,170727,72261,2329844,567611,2159117,495350
"20210611_경상남도","2021-06-11 00:00:00",경상남도,45241,16663,706649,188654,661408,171991
"20210611_경상북도","2021-06-11 00:00:00",경상북도,37572,10929,613598,168955,576026,158026
"20210611_광주광역시","2021-06-11 00:00:00",광주광역시,18703,8678,307916,85154,289213,76476
"20210611_대구광역시","2021-06-11 00:00:00",대구광역시,30502,10334,434498,112773,403996,102439
"20210611_대전광역시","2021-06-11 00:00:00",대전광역시,18393,7128,281034,73197,262641,66069
"20210611_부산광역시","2021-06-11 00:00:00",부산광역시,52987,17505,768384,159456,715397,141951
"20210611_서울특별시","2021-06-11 00:00:00",서울특별시,148732,68440,1900981,448684,1752249,380244
"20210611_세종특별자치시","2021-06-11 00:00:00",세종특별자치시,4190,2279,50539,13738,46349,11459
"20210611_울산광역시","2021-06-11 00:00:00",울산광역시,16021,6954,192367,46252,176346,39298
"20210611_인천광역시","2021-06-11 00:00:00",인천광역시,40469,16148,536017,125476,495548,109328
"20210611_전국","2021-06-11 00:00:00",전국,733067,285448,10565404,2636135,9832337,2350687
"20210611_전라남도","2021-06-11 00:00:00",전라남도,30401,9268,551126,166289,520725,157021
"20210611_전라북도","2021-06-11 00:00:00",전라북도,28484,9329,496333,128965,467849,119636
"20210611_제주특별자치도","2021-06-11 00:00:00",제주특별자치도,9984,3877,136661,32898,126677,29021
"20210611_충청남도","2021-06-11 00:00:00",충청남도,33926,10584,492624,129059,458698,118475
"20210611_충청북도","2021-06-11 00:00:00",충청북도,21981,7803,376107,93516,354126,85713
"20210612_강원도","2021-06-12 00:00:00",강원도,25538,6849,418037,102332,392499,95483
"20210612_경기도","2021-06-12 00:00:00",경기도,194438,60128,2532280,628144,2337842,568016
"20210612_경상남도","2021-06-12 00:00:00",경상남도,46855,12753,755268,201640,708413,188887
"20210612_경상북도","2021-06-12 00:00:00",경상북도,38166,10226,653233,179200,615067,168974
"20210612_광주광역시","2021-06-12 00:00:00",광주광역시,19935,7122,328834,92518,308899,85396
"20210612_대구광역시","2021-06-12 00:00:00",대구광역시,33748,8542,469662,121363,435914,112821
"20210612_대전광역시","2021-06-12 00:00:00",대전광역시,19590,5483,301431,78705,281841,73222
"20210612_부산광역시","2021-06-12 00:00:00",부산광역시,59838,14135,829765,173791,769927,159656
"20210612_서울특별시","2021-06-12 00:00:00",서울특별시,165265,55544,2070561,504536,1905296,448992
"20210612_세종특별자치시","2021-06-12 00:00:00",세종특별자치시,4386,1867,55067,15612,50681,13745
"20210612_울산광역시","2021-06-12 00:00:00",울산광역시,15918,5356,208885,51641,192967,46285
"20210612_인천광역시","2021-06-12 00:00:00",인천광역시,45600,13948,583240,139487,537640,125539
"20210612_전국","2021-06-12 00:00:00",전국,792835,235748,11387256,2873862,10594421,2638114
"20210612_전라남도","2021-06-12 00:00:00",전라남도,29016,7260,581355,173758,552339,166498
"20210612_전라북도","2021-06-12 00:00:00",전라북도,28421,8170,525572,137138,497151,128968
"20210612_제주특별자치도","2021-06-12 00:00:00",제주특별자치도,9078,2713,146160,35627,137082,32914
"20210612_충청남도","2021-06-12 00:00:00",충청남도,34104,8891,527880,137975,493776,129084
"20210612_충청북도","2021-06-12 00:00:00",충청북도,22939,6761,400026,100395,377087,93634
"20210613_강원도","2021-06-13 00:00:00",강원도,8874,3104,428672,105495,419798,102391
"20210613_경기도","2021-06-13 00:00:00",경기도,108614,32130,2649129,660428,2540515,628298
"20210613_경상남도","2021-06-13 00:00:00",경상남도,20750,6598,778004,208249,757254,201651
"20210613_경상북도","2021-06-13 00:00:00",경상북도,14195,4109,668806,183319,654611,179210
"20210613_광주광역시","2021-06-13 00:00:00",광주광역시,10420,3618,340178,96212,329758,92594
"20210613_대구광역시","2021-06-13 00:00:00",대구광역시,17108,4770,488196,126184,471088,121414
"20210613_대전광역시","2021-06-13 00:00:00",대전광역시,8554,2611,310728,81324,302174,78713
"20210613_부산광역시","2021-06-13 00:00:00",부산광역시,28308,7512,859581,181337,831273,173825
"20210613_서울특별시","2021-06-13 00:00:00",서울특별시,82931,28724,2157609,533379,2074678,504655
"20210613_세종특별자치시","2021-06-13 00:00:00",세종특별자치시,2452,1069,57719,16683,55267,15614
"20210613_울산광역시","2021-06-13 00:00:00",울산광역시,7079,2233,216599,53886,209520,51653
"20210613_인천광역시","2021-06-13 00:00:00",인천광역시,24123,5808,608971,145311,584848,139503
"20210613_전국","2021-06-13 00:00:00",전국,386223,117602,11802287,2992129,11416064,2874527
"20210613_전라남도","2021-06-13 00:00:00",전라남도,11852,3497,594119,177347,582267,173850
"20210613_전라북도","2021-06-13 00:00:00",전라북도,12452,3349,538969,140492,526517,137143
"20210613_제주특별자치도","2021-06-13 00:00:00",제주특별자치도,3984,1535,150474,37162,146490,35627
"20210613_충청남도","2021-06-13 00:00:00",충청남도,13609,4244,542614,142227,529005,137983
"20210613_충청북도","2021-06-13 00:00:00",충청북도,10918,2691,411919,103094,401001,100403
"20210614_강원도","2021-06-14 00:00:00",강원도,550,201,429330,105700,428780,105499
"20210614_경기도","2021-06-14 00:00:00",경기도,10053,3958,2659545,664434,2649492,660476
"20210614_경상남도","2021-06-14 00:00:00",경상남도,613,376,778645,208625,778032,208249
"20210614_경상북도","2021-06-14 00:00:00",경상북도,541,238,669398,183558,668857,183320
"20210614_광주광역시","2021-06-14 00:00:00",광주광역시,228,100,340384,96312,340156,96212
"20210614_대구광역시","2021-06-14 00:00:00",대구광역시,991,421,489264,126640,488273,126219
"20210614_대전광역시","2021-06-14 00:00:00",대전광역시,986,538,311689,81863,310703,81325
"20210614_부산광역시","2021-06-14 00:00:00",부산광역시,1329,504,860865,181843,859536,181339
"20210614_서울특별시","2021-06-14 00:00:00",서울특별시,5702,2522,2163259,535930,2157557,533408
"20210614_세종특별자치시","2021-06-14 00:00:00",세종특별자치시,245,154,57967,16837,57722,16683
"20210614_울산광역시","2021-06-14 00:00:00",울산광역시,577,299,217165,54187,216588,53888
"20210614_인천광역시","2021-06-14 00:00:00",인천광역시,2013,875,611045,146187,609032,145312
"20210614_전국","2021-06-14 00:00:00",전국,27481,11774,11830381,3004029,11802900,2992255
"20210614_전라남도","2021-06-14 00:00:00",전라남도,451,203,594610,177550,594159,177347
"20210614_전라북도","2021-06-14 00:00:00",전라북도,686,320,539635,140814,538949,140494
"20210614_제주특별자치도","2021-06-14 00:00:00",제주특별자치도,803,433,151290,37595,150487,37162
"20210614_충청남도","2021-06-14 00:00:00",충청남도,1082,472,543689,142700,542607,142228
"20210614_충청북도","2021-06-14 00:00:00",충청북도,631,160,412601,103254,411970,103094
"20210615_강원도","2021-06-15 00:00:00",강원도,23671,8361,453062,114125,429391,105764
"20210615_경기도","2021-06-15 00:00:00",경기도,176281,67631,2836820,732660,2660539,665029
"20210615_경상남도","2021-06-15 00:00:00",경상남도,47138,17216,825874,225901,778736,208685
"20210615_경상북도","2021-06-15 00:00:00",경상북도,41347,9496,710827,193160,669480,183664
"20210615_광주광역시","2021-06-15 00:00:00",광주광역시,18346,7372,358816,103802,340470,96430
"20210615_대구광역시","2021-06-15 00:00:00",대구광역시,33799,8476,523178,135212,489379,126736
"20210615_대전광역시","2021-06-15 00:00:00",대전광역시,19661,5554,331384,87433,311723,81879
"20210615_부산광역시","2021-06-15 00:00:00",부산광역시,52456,15145,913574,197191,861118,182046
"20210615_서울특별시","2021-06-15 00:00:00",서울특별시,145519,52848,2309534,589320,2164015,536472
"20210615_세종특별자치시","2021-06-15 00:00:00",세종특별자치시,4101,1633,62091,18475,57990,16842
"20210615_울산광역시","2021-06-15 00:00:00",울산광역시,16436,5036,233635,59295,217199,54259
"20210615_인천광역시","2021-06-15 00:00:00",인천광역시,40208,13428,651440,159720,611232,146292
"20210615_전국","2021-06-15 00:00:00",전국,731735,256443,12565269,3262733,11833534,3006290
"20210615_전라남도","2021-06-15 00:00:00",전라남도,26401,8898,621126,186489,594725,177591
"20210615_전라북도","2021-06-15 00:00:00",전라북도,24879,9646,564612,150476,539733,140830
"20210615_제주특별자치도","2021-06-15 00:00:00",제주특별자치도,9141,2843,160536,40516,151395,37673
"20210615_충청남도","2021-06-15 00:00:00",충청남도,30313,14024,574080,156766,543767,142742
"20210615_충청북도","2021-06-15 00:00:00",충청북도,22038,8836,434680,112192,412642,103356
"20210616_강원도","2021-06-16 00:00:00",강원도,21470,7105,476476,121293,455006,114188
"20210616_경기도","2021-06-16 00:00:00",경기도,144559,52782,2991406,785980,2846847,733198
"20210616_경상남도","2021-06-16 00:00:00",경상남도,39367,15352,867913,241368,828546,226016
"20210616_경상북도","2021-06-16 00:00:00",경상북도,38378,8642,750907,201874,712529,193232
"20210616_광주광역시","2021-06-16 00:00:00",광주광역시,15277,4816,375221,108679,359944,103863
"20210616_대구광역시","2021-06-16 00:00:00",대구광역시,30390,7105,555381,142405,524991,135300
"20210616_대전광역시","2021-06-16 00:00:00",대전광역시,16987,4643,349447,92124,332460,87481
"20210616_부산광역시","2021-06-16 00:00:00",부산광역시,42517,14094,958173,211439,915656,197345
"20210616_서울특별시","2021-06-16 00:00:00",서울특별시,122487,37687,2437955,627708,2315468,590021
"20210616_세종특별자치시","2021-06-16 00:00:00",세종특별자치시,3159,1026,65475,19503,62316,18477
"20210616_울산광역시","2021-06-16 00:00:00",울산광역시,14265,4606,248582,63942,234317,59336
"20210616_인천광역시","2021-06-16 00:00:00",인천광역시,33488,10952,686917,170864,653429,159912
"20210616_전국","2021-06-16 00:00:00",전국,617181,207339,13219207,3472376,12602026,3265037
"20210616_전라남도","2021-06-16 00:00:00",전라남도,21776,6514,644208,193116,622432,186602
"20210616_전라북도","2021-06-16 00:00:00",전라북도,19746,9821,585586,160310,565840,150489
"20210616_제주특별자치도","2021-06-16 00:00:00",제주특별자치도,8280,3302,169273,43862,160993,40560
"20210616_충청남도","2021-06-16 00:00:00",충청남도,26150,11080,601549,167886,575399,156806
"20210616_충청북도","2021-06-16 00:00:00",충청북도,18885,7812,454738,120023,435853,112211
"20210617_강원도","2021-06-17 00:00:00",강원도,18698,8863,496905,130195,478207,121332
"20210617_경기도","2021-06-17 00:00:00",경기도,128857,72263,3129241,858950,3000384,786687
"20210617_경상남도","2021-06-17 00:00:00",경상남도,34198,17803,904217,259206,870019,241403
"20210617_경상북도","2021-06-17 00:00:00",경상북도,33226,11742,785716,213639,752490,201897
"20210617_광주광역시","2021-06-17 00:00:00",광주광역시,11904,6785,388129,115494,376225,108709
"20210617_대구광역시","2021-06-17 00:00:00",대구광역시,25975,10780,582909,153267,556934,142487
"20210617_대전광역시","2021-06-17 00:00:00",대전광역시,15330,7963,365633,100133,350303,92170
"20210617_부산광역시","2021-06-17 00:00:00",부산광역시,36253,18529,996171,230090,959918,211561
"20210617_서울특별시","2021-06-17 00:00:00",서울특별시,112311,57409,2554809,685532,2442498,628123
"20210617_세종특별자치시","2021-06-17 00:00:00",세종특별자치시,3061,1642,68771,21151,65710,19509
"20210617_울산광역시","2021-06-17 00:00:00",울산광역시,12961,5894,262204,69879,249243,63985
"20210617_인천광역시","2021-06-17 00:00:00",인천광역시,28579,14611,717134,185548,688555,170937
"20210617_전국","2021-06-17 00:00:00",전국,540248,280928,13790841,3755040,13250593,3474112
"20210617_전라남도","2021-06-17 00:00:00",전라남도,17102,10723,662411,203857,645309,193134
"20210617_전라북도","2021-06-17 00:00:00",전라북도,16500,11473,603102,171789,586602,160316
"20210617_제주특별자치도","2021-06-17 00:00:00",제주특별자치도,7338,3719,176994,47587,169656,43868
"20210617_충청남도","2021-06-17 00:00:00",충청남도,22282,11975,624986,179937,602704,167962
"20210617_충청북도","2021-06-17 00:00:00",충청북도,15673,8754,471509,128786,455836,120032
"20210618_강원도","2021-06-18 00:00:00",강원도,16264,5470,515008,135694,498744,130224
"20210618_경기도","2021-06-18 00:00:00",경기도,92747,29204,3230014,888810,3137267,859606
"20210618_경상남도","2021-06-18 00:00:00",경상남도,27307,6571,933371,265829,906064,259258
"20210618_경상북도","2021-06-18 00:00:00",경상북도,30242,6884,817465,220628,787223,213744
"20210618_광주광역시","2021-06-18 00:00:00",광주광역시,9333,3168,398333,118691,389000,115523
"20210618_대구광역시","2021-06-18 00:00:00",대구광역시,21896,5453,606047,158803,584151,153350
"20210618_대전광역시","2021-06-18 00:00:00",대전광역시,11468,3760,377895,103906,366427,100146
"20210618_부산광역시","2021-06-18 00:00:00",부산광역시,27464,11352,1025118,241669,997654,230317
"20210618_서울특별시","2021-06-18 00:00:00",서울특별시,78339,25631,2637993,711572,2559654,685941
"20210618_세종특별자치시","2021-06-18 00:00:00",세종특별자치시,2268,741,71193,21894,68925,21153
"20210618_울산광역시","2021-06-18 00:00:00",울산광역시,9795,1628,272640,71514,262845,69886
"20210618_인천광역시","2021-06-18 00:00:00",인천광역시,22238,5885,740940,191681,718702,185796
"20210618_전국","2021-06-18 00:00:00",전국,412987,127643,14233045,3884710,13820058,3757067
"20210618_전라남도","2021-06-18 00:00:00",전라남도,14594,5502,678178,209405,663584,203903
"20210618_전라북도","2021-06-18 00:00:00",전라북도,13334,5555,617338,177361,604004,171806
"20210618_제주특별자치도","2021-06-18 00:00:00",제주특별자치도,5822,1718,183176,49341,177354,47623
"20210618_충청남도","2021-06-18 00:00:00",충청남도,17373,5371,643460,185353,626087,179982
"20210618_충청북도","2021-06-18 00:00:00",충청북도,12503,3750,484876,132559,472373,128809
"20210619_강원도","2021-06-19 00:00:00",강원도,17566,5896,534220,141667,516654,135771
"20210619_경기도","2021-06-19 00:00:00",경기도,119905,28944,3357765,918252,3237860,889308
"20210619_경상남도","2021-06-19 00:00:00",경상남도,36161,4934,971376,270826,935215,265892
"20210619_경상북도","2021-06-19 00:00:00",경상북도,32984,6468,851873,227229,818889,220761
"20210619_광주광역시","2021-06-19 00:00:00",광주광역시,13318,2914,412532,121616,399214,118702
"20210619_대구광역시","2021-06-19 00:00:00",대구광역시,20506,5640,627693,164539,607187,158899
"20210619_대전광역시","2021-06-19 00:00:00",대전광역시,12756,4690,391469,108632,378713,103942
"20210619_부산광역시","2021-06-19 00:00:00",부산광역시,37014,11420,1063563,253186,1026549,241766
"20210619_서울특별시","2021-06-19 00:00:00",서울특별시,90850,27755,2732982,739623,2642132,711868
"20210619_세종특별자치시","2021-06-19 00:00:00",세종특별자치시,2852,811,74201,22737,71349,21926
"20210619_울산광역시","2021-06-19 00:00:00",울산광역시,11321,1926,284560,73482,273239,71556
"20210619_인천광역시","2021-06-19 00:00:00",인천광역시,28414,6328,771037,198054,742623,191726
"20210619_전국","2021-06-19 00:00:00",전국,507319,126036,14768365,4012571,14261046,3886535
"20210619_전라남도","2021-06-19 00:00:00",전라남도,21129,4112,700408,213761,679279,209649
"20210619_전라북도","2021-06-19 00:00:00",전라북도,17913,4410,636122,181845,618209,177435
"20210619_제주특별자치도","2021-06-19 00:00:00",제주특별자치도,5803,2035,189401,51398,183598,49363
"20210619_충청남도","2021-06-19 00:00:00",충청남도,22586,5100,667133,190497,644547,185397
"20210619_충청북도","2021-06-19 00:00:00",충청북도,16241,2653,502030,135227,485789,132574
"20210620_강원도","2021-06-20 00:00:00",강원도,5126,517,541359,142200,536233,141683
"20210620_경기도","2021-06-20 00:00:00",경기도,56847,11363,3423879,929718,3367032,918355
"20210620_경상남도","2021-06-20 00:00:00",경상남도,14691,1543,987825,272372,973134,270829
"20210620_경상북도","2021-06-20 00:00:00",경상북도,10589,916,863920,228155,853331,227239
"20210620_광주광역시","2021-06-20 00:00:00",광주광역시,6671,778,420119,122405,413448,121627
"20210620_대구광역시","2021-06-20 00:00:00",대구광역시,5542,2268,634582,166863,629040,164595
"20210620_대전광역시","2021-06-20 00:00:00",대전광역시,4821,776,397298,109434,392477,108658
"20210620_부산광역시","2021-06-20 00:00:00",부산광역시,16308,2097,1081500,255362,1065192,253265
"20210620_서울특별시","2021-06-20 00:00:00",서울특별시,36213,7884,2774543,747652,2738330,739768
"20210620_세종특별자치시","2021-06-20 00:00:00",세종특별자치시,1597,261,75986,22998,74389,22737
"20210620_울산광역시","2021-06-20 00:00:00",울산광역시,4344,472,289516,73965,285172,73493
"20210620_인천광역시","2021-06-20 00:00:00",인천광역시,13675,1500,786584,199573,772909,198073
"20210620_전국","2021-06-20 00:00:00",전국,211990,33522,15012455,4046611,14800465,4013089
"20210620_전라남도","2021-06-20 00:00:00",전라남도,8483,656,709928,214417,701445,213761
"20210620_전라북도","2021-06-20 00:00:00",전라북도,8409,250,645534,182098,637125,181848
"20210620_제주특별자치도","2021-06-20 00:00:00",제주특별자치도,2613,259,192364,51657,189751,51398
"20210620_충청남도","2021-06-20 00:00:00",충청남도,8791,1347,677161,191879,668370,190532
"20210620_충청북도","2021-06-20 00:00:00",충청북도,7270,635,510357,135863,503087,135228
"20210621_강원도","2021-06-21 00:00:00",강원도,6,6,541575,142209,541569,142203
"20210621_경기도","2021-06-21 00:00:00",경기도,114,828,3424420,930548,3424306,929720
"20210621_경상남도","2021-06-21 00:00:00",경상남도,3,,988146,272372,988143,272372
"20210621_경상북도","2021-06-21 00:00:00",경상북도,24,,864097,228155,864073,228155
"20210621_광주광역시","2021-06-21 00:00:00",광주광역시,,,420126,122405,420126,122405
"20210621_대구광역시","2021-06-21 00:00:00",대구광역시,151,,634742,166863,634591,166863
"20210621_대전광역시","2021-06-21 00:00:00",대전광역시,8,7,397285,109441,397277,109434
"20210621_부산광역시","2021-06-21 00:00:00",부산광역시,17,17,1081657,255379,1081640,255362
"20210621_서울특별시","2021-06-21 00:00:00",서울특별시,66,65,2774797,747880,2774731,747815
"20210621_세종특별자치시","2021-06-21 00:00:00",세종특별자치시,,,76039,22998,76039,22998
"20210621_울산광역시","2021-06-21 00:00:00",울산광역시,1,,289576,73965,289575,73965
"20210621_인천광역시","2021-06-21 00:00:00",인천광역시,35,35,786702,199637,786667,199602
"20210621_전국","2021-06-21 00:00:00",전국,505,1038,15014819,4047846,15014314,4046808
"20210621_전라남도","2021-06-21 00:00:00",전라남도,36,36,710004,214453,709968,214417
"20210621_전라북도","2021-06-21 00:00:00",전라북도,,,645571,182098,645571,182098
"20210621_제주특별자치도","2021-06-21 00:00:00",제주특별자치도,36,36,192448,51693,192412,51657
"20210621_충청남도","2021-06-21 00:00:00",충청남도,8,8,677181,191887,677173,191879
"20210621_충청북도","2021-06-21 00:00:00",충청북도,,,510453,135863,510453,135863
"20210622_강원도","2021-06-22 00:00:00",강원도,621,3855,542365,146072,541744,142217
"20210622_경기도","2021-06-22 00:00:00",경기도,4416,23561,3430158,955162,3425742,931601
"20210622_경상남도","2021-06-22 00:00:00",경상남도,1166,7181,989446,279600,988280,272419
"20210622_경상북도","2021-06-22 00:00:00",경상북도,874,7993,865135,236257,864261,228264
"20210622_광주광역시","2021-06-22 00:00:00",광주광역시,585,2782,420755,125204,420170,122422
"20210622_대구광역시","2021-06-22 00:00:00",대구광역시,946,4578,635802,171569,634856,166991
"20210622_대전광역시","2021-06-22 00:00:00",대전광역시,578,3203,397948,112665,397370,109462
"20210622_부산광역시","2021-06-22 00:00:00",부산광역시,1207,9621,1083070,265153,1081863,255532
"20210622_서울특별시","2021-06-22 00:00:00",서울특별시,4973,21087,2781608,770136,2776635,749049
"20210622_세종특별자치시","2021-06-22 00:00:00",세종특별자치시,164,275,76213,23278,76049,23003
"20210622_울산광역시","2021-06-22 00:00:00",울산광역시,390,1597,290029,75596,289639,73999
"20210622_인천광역시","2021-06-22 00:00:00",인천광역시,1425,5980,788393,205816,786968,199836
"20210622_전국","2021-06-22 00:00:00",전국,20231,116453,15039998,4167533,15019767,4051080
"20210622_전라남도","2021-06-22 00:00:00",전라남도,534,4464,710643,218962,710109,214498
"20210622_전라북도","2021-06-22 00:00:00",전라북도,594,5937,646250,188069,645656,182132
"20210622_제주특별자치도","2021-06-22 00:00:00",제주특별자치도,341,2099,192944,53914,192603,51815
"20210622_충청남도","2021-06-22 00:00:00",충청남도,676,6769,677925,198731,677249,191962
"20210622_충청북도","2021-06-22 00:00:00",충청북도,741,5471,511314,141349,510573,135878
"20210623_강원도","2021-06-23 00:00:00",강원도,1271,4213,544767,150288,543496,146075
"20210623_경기도","2021-06-23 00:00:00",경기도,6221,23541,3443655,979229,3437434,955688
"20210623_경상남도","2021-06-23 00:00:00",경상남도,1775,7867,993713,287523,991938,279656
"20210623_경상북도","2021-06-23 00:00:00",경상북도,2187,8947,868720,245328,866533,236381
"20210623_광주광역시","2021-06-23 00:00:00",광주광역시,785,3409,422417,128634,421632,125225
"20210623_대구광역시","2021-06-23 00:00:00",대구광역시,1388,4760,638421,176363,637033,171603
"20210623_대전광역시","2021-06-23 00:00:00",대전광역시,785,3413,399741,116086,398956,112673
"20210623_부산광역시","2021-06-23 00:00:00",부산광역시,2035,9979,1086907,275169,1084872,265190
"20210623_서울특별시","2021-06-23 00:00:00",서울특별시,6694,21120,2792660,791467,2785966,770347
"20210623_세종특별자치시","2021-06-23 00:00:00",세종특별자치시,193,227,76590,23518,76397,23291
"20210623_울산광역시","2021-06-23 00:00:00",울산광역시,601,1449,291283,77054,290682,75605
"20210623_인천광역시","2021-06-23 00:00:00",인천광역시,1676,6321,791668,212239,789992,205918
"20210623_전국","2021-06-23 00:00:00",전국,30346,123415,15098865,4292272,15068519,4168857
